name;year;mileage;engine_power_kW;engine_power_hp;fuel;consumption;ecology;gearbox;price;currency;capacity;other;engine_size;nr_of_accidents;color_exterior;color_interior
Maserati Levante Maserati Levante! SALON PL!!! Idea³! 43900km 1w³!;2017;43900 km;;;Petrol;;;;343170.0;PLN;2979 cm33;[];;;;
Chevrolet Tahoe Chevrolet Tahoe LTZ zamiana najbogatsza wersja , idealny;2011;170000 km;;;Petrol+LPG;;;;75000.0;PLN;5300 cm33;[];;;;
Jaguar XJ 2016 XJL AWD 3.0 V6 340KM 36500 km przebieg CENA DO NEGOCJACJI;2016;36500 km;;;Petrol;;;;85000.0;PLN;3000 cm33;[];;;;
MAZDA 3 BK lift Panel klimatyzacji nawiewów 03 06 Europa K1900BP4N;0;0;;;;;;;99.0;PLN;0;['Mazda', 'Elementy wnêtrza'];;;;
Porsche 911 Turbo S na Gwarancji do 07/2022;2013;86000 km;;;Petrol;;;;539000.0;PLN;3800 cm33;[];;;;
Kymco Agility 16+ 125 4T Euro 4 od MUDDY Warszawa Wyprzeda¿ rocznika w ASO;2019;1 km;;;;;;;8000.0;PLN;125 cm33;['Scooter'];;;;
Mercedes-Benz Klasa S Sprzedam Mercedesa S klase ZAPRASZAM;2006;222000 km;;;Diesel;;;;59999.0;PLN;2987 cm33;[];;;;
Lag  Stan idealny,niski przebieg,4 komory;2015;0;;;;;;;131000.0;PLN;0;[];;;;
Stokota  Stan bardzo dobry, zaci¹g z do³u, dodatkowe czujniki itp;2005;0;;;;;;;85000.0;PLN;0;[];;;;
Toyota Avensis Toyota Avensis kombi t25 2.0 diesel skóra alu felgi navi;2007;229000 km;;;Diesel;;;;18400.0;PLN;1998 cm33;[];;;;
Mercedes-Benz Klasa V V 300d 4x4 Exclusive Wyprzeda¿ Rocznika !!!;2019;11 km;;;Diesel;;;;269500.0;PLN;1950 cm33;[];;;;
BMW Seria 5 BMW Seria 5 F10;2011;132000 km;;;Diesel;;;;74000.0;PLN;2993 cm33;[];;;;
Yamaha X-max Faktura VAT23%, gwarancja, Wroclaw;2019;958 km;;;;;;;16000.0;PLN;125 cm33;['Scooter'];;;;
Mercedes-Benz SLK SLK 200 KOMPESSOR 163KM Skóry Navi Zadbany;2004;217954 km;;;Petrol;;;;29950.0;PLN;1795 cm33;[];;;;
CF Moto  C FORCE 520 LONG 500 od Muddy Wyprzeda¿ rocznika w ASO;2017;1 km;;;;;;;23500.0;PLN;500 cm33;['Quad'];;;;
Volkswagen Amarok VW Amarok 2.0 BI Turbo CANYON Higline;2014;195000 km;;;Diesel;;;;78000.0;PLN;1968 cm33;[];;;;
Claas Dominator 108 sl;1998;0;;;;;;;99999.0;PLN;0;[];;;;
BMW X3 wersja xLine !!!;2017;70500 km;;;Petrol;;;;77000.0;PLN;2000 cm33;[];;;;
Audi Q7;2009;203000 km;;;Diesel;;;;63000.0;PLN;2967 cm33;[];;;;
Opel Insignia Opel Insignia 2.0;2010;160000 km;;;Diesel;;;;23000.0;PLN;1956 cm33;[];;;;
Ford Focus Vignale A8.;2019;16000 km;;;Petrol;;;;92000.0;PLN;1499 cm33;[];;;;
Jaguar XF Jaguar XF S 3.0 380 KM;2017;58000 km;;;Petrol;;;;145000.0;PLN;2995 cm33;[];;;;
Mercedes-Benz Klasa E AMG, Bluetec, 9G Tronic, 258KM;2014;193000 km;;;Diesel;;;;83900.0;PLN;0;[];;;;
Opel Insignia 2.0CDTI *COSMO * Virtual Cocpit * Bi xenon * Skóra * 18 Alu * Navi PL*;2015;208000 km;;;Diesel;;;;34700.0;PLN;2000 cm33;[];;;;
Audi A6 Audi A6 C6;2007;279000 km;;;Diesel;;;;25500.0;PLN;2967 cm33;[];;;;
Lexus GS OKAZJA!!! OFERTA ograniczona czasowo: LEXUS GS450h PRESTIGE, salon PL!;2017;45000 km;;;;;;;202000.0;PLN;3456 cm33;['Hybrid'];;;;
Mercedes-Benz SL Mercedes Benz R107 450 SL 1978R. 85000 km;1978;178000 km;;;Petrol;;;;46000.0;PLN;450 cm33;[];;;;
Volkswagen Tiguan Volkswagen Tiguan I LIFT 1.4 TSI , 4MOTION (4x4);2011;94000 km;;;Petrol;;;;39000.0;PLN;1390 cm33;[];;;;
Case 821E;2008;0;;;;;;;120000.0;PLN;0;[];;;;
Volvo XC 60 volvo xc60 t6;2015;103000 km;;;Petrol+LPG;;;;84500.0;PLN;2953 cm33;[];;;;
Toyota RAV4 Toyota RAV4 2.5 Hybrid SELECTION 4X2 + NAVI + Kamera FULL SERWIS;2017;31304 km;;;;;;;109900.0;PLN;2494 cm33;['Hybrid'];;;;
Mercedes-Benz Klasa E PANORAMA, wiat³a ILS full led, AMG Line, 18tki felgi AMG;2013;235000 km;;;Petrol;;;;61000.0;PLN;2000 cm33;[];;;;
Honda Legend Idealna ,salon Polska,pe³ny serwis ASO, Faktura Vat;2010;257300 km;;;Petrol+LPG;;;;52000.0;PLN;3664 cm33;[];;;;
Peugeot 508 Full opcja ,automat;2011;206300 km;;;Diesel;;;;30000.0;PLN;1997 cm33;[];;;;
Can-Am Maverick X3 DS 172KM, Model 2018;2017;11658 km;;;;;;;69950.0;PLN;900 cm33;['Quad'];;;;
Mercedes-Benz GLC 43AMG Coupe. Salon PL. Pneumatyka. Gwarancja do 03.2022 !;2018;16000 km;;;Petrol;;;;279900.0;PLN;2996 cm33;[];;;;
Jeep Grand Cherokee Jepp Grand Cherokee 5.7 HEMI (PB+ LPG);2013;102000 km;;;Petrol+LPG;;;;69900.0;PLN;5654 cm33;[];;;;
Kymco Downtown New DOWNTOWN 350i ABS Noodoe MUDDY Warszawa Wyprzeda¿ rocznika w ASO;2019;1 km;;;;;;;19500.0;PLN;320 cm33;['Scooter'];;;;
Seat Leon SEAT LEON III hatchback 5 d Salon Polska.TURBO .zamiana na suw a;2019;37290 km;;;Petrol;;;;45900.0;PLN;999 cm33;[];;;;
Opel MOVANO 2.3 BiTurbo 135KM  WYWROTKA tylnozsypowa L3 2.3 BiTurbo 135KM;2020;1 km;;;;;;;102800.0;PLN;2299 cm33;['MOVANO 2.3 BiTurbo 135KM '];;;;
Opel  Zafira Life Vip 2.0 177KM AT8 wersja 7 os. Long d³. 4,95 m/rok 2020;2020;8000 km;;;Diesel;;;;164900.0;PLN;1998 cm33;[];;;;
Opel Crossland X CROSSLAND X 120LAT F1.2XE MT5 82KM / Model 2020;2019;10 km;;;Petrol;;;;73900.0;PLN;1199 cm33;[];;;;
Opel Corsa OPEL CORSA EDITION 1.2 Turbo 100KM MT6 Start&Stop;2019;10 km;;;Petrol;;;;58900.0;PLN;1199 cm33;[];;;;
Opel Crossland X CROSSLAND X 120LAT F1.2XE MT5 82KM / bogaty std. !!!;2019;10 km;;;Petrol;;;;68800.0;PLN;1199 cm33;[];;;;
Opel Corsa CORSA EDITION 1.2 Turbo 100KM MT6 Start&Stop ma³y przebieg;2019;9200 km;;;Petrol;;;;59900.0;PLN;1199 cm33;[];;;;
Volvo S90 Volvo S90 cesja leasingu;2018;72000 km;;;Diesel;;;;115000.0;PLN;1969 cm33;[];;;;
Iveco daily  Iveco 70C18 Wywrotka, Skrzynia, ¯uraw, HDS cesja lesasing 46000netto;2020;3000 km;;;;;;;2311109.0;PLN;3000 cm33;['daily '];;;;
BMW X5 BMW X5 E70 3.0 D Polski Salon , 1 W³aciciel;2013;160512 km;;;Diesel;;;;105000.0;PLN;2993 cm33;[];;;;
Audi A4 Audi A4B8 1.8T 160KM *2009* Navi * Bixenon/Led !!!;2009;240000 km;;;Petrol;;;;28900.0;PLN;1798 cm33;[];;;;
BMW Seria 3 BMW 3, 316D, F30, 170KM, 350Nm, DRUGI W£. SALON PL;2013;178000 km;;;Diesel;;;;44900.0;PLN;1998 cm33;[];;;;
Volkswagen Amarok Comfortline 3.0 TDI 204 KM 4Motion! Hak, Alarm, Bi ksenon! 2020!;2020;10 km;;;Diesel;;;;166120.0;PLN;2967 cm33;[];;;;
Volkswagen Amarok Aventura 3.0 TDi 258KM! Hak, Alarm, Pakiet Zimowy! OD RÊKI!;2020;10 km;;;Diesel;;;;189530.0;PLN;2967 cm33;[];;;;
Indian Scout Motocykl INDIAN SCOUT Bobber 1200 Thunder Black Smoke / Salon KRAKÓW;2020;1 km;;;;;;;62900.0;PLN;1131 cm33;['Cruiser'];;;;
Volvo XC 90 salon PL FULL opcja Masa¿ Wentylacja Pneumatyka;2018;170000 km;;;Diesel;;;;192000.0;PLN;0;[];;;;
"MAN ETGE 1.140  Auto podlega dotacji ""E VAN"" Transport na terenie PL GRATIS!!!";2019;4100 km;;;;;;;132900.0;PLN;0;['ETGE 1.140 '];;;;
Volkswagen Amarok Highline 3.0 TDi 204KM! ROCZNIK 2020! OD RÊKI!;2020;10 km;;;Diesel;;;;152120.0;PLN;2967 cm33;[];;;;
Volkswagen T-Roc Volkswagen T Roc 1,5 TSI 150 koni Premium Full;2018;37097 km;;;Petrol;;;;89900.0;PLN;0;[];;;;
Mercedes-Benz Sprinter 319 cdi 9 miejsc Ready !;2020;99 km;;;Diesel;;;;245000.0;PLN;3000 cm33;[];;;;
Chevrolet Captiva Chevrolet Captiva 2.2 , Automat, Polski Salon;2011;132946 km;;;Diesel;;;;42900.0;PLN;2231 cm33;[];;;;
Fiat DUCATO  FIAT DUCATO III L3H2 Kamera cofania, Webasto,Kierownica wielofunkcyjna;2018;123000 km;;;;;;;69000.0;PLN;2300 cm33;['DUCATO '];;;;
BMW Seria 1 Stan idelany niski przebieg;2008;88000 km;;;Diesel;;;;31900.0;PLN;1995 cm33;[];;;;
Ford C-MAX Energi Plug in HYBRID, automat, ledy, panorama;2017;52880 km;;;;;;;60900.0;PLN;1999 cm33;['Hybrid'];;;;
Volkswagen Golf Volkswagen Golf 7.5 R Variant 515hp/605nm;2017;22000 km;;;Petrol;;;;165000.0;PLN;1984 cm33;[];;;;
Land Rover Discovery Land Rover 4;2013;253770 km;;;Diesel;;;;67000.0;PLN;2993 cm33;[];;;;
Renault Megane Renault Megane Grandtour GT 205 EDC;2017;35500 km;;;Petrol;;;;82900.0;PLN;1618 cm33;[];;;;
MAN F2000  Pompogruszka Man F2000 Cifa 28;2000;283000 km;;;;;;;150000.0;PLN;0;['F2000 '];;;;
Citroën Jumper Maxi  2.2 HDI 130 KM Skrzynia 420CM Klima Tempomat;2012;197900 km;;;;;;;38500.0;PLN;2198 cm33;['Jumper Maxi '];;;;
Kverneland Accord S-drill Pro  Agregat uprawowo siewny 4m;2011;0;;;;;;;40000.0;PLN;0;[];;;;
Suzuki Intruder 1400 VS Doinwestowany;1993;74000 km;;;;;;;14900.0;PLN;1400 cm33;['Chopper'];;;;
Mercedes-Benz ATEGO 1318 Serwis Warsztat Mobilny Wulkanizacja Piaskowanie Malowanie Agregat Kompresor rubowy Atlas Copco Mega wydajny Kontener Winda Dopel Kabina 7 Osób B¹dz sypialna 100m przy³¹cza 8ton ³adownoæi 139tys Km!!  ATEGO 1318 Serwis Warsztat Mobilny Wulkanizacja Kontener Agregat Kompr;2008;139374 km;;;;;;;68900.0;PLN;4250 cm33;['ATEGO 1318 Serwis Warsztat Mobilny Wulkanizacja Piaskowanie Malowanie Agregat Kompresor rubowy Atlas Copco Mega wydajny Kontener Winda Dopel Kabina 7 Osób B¹dz sypialna 100m przy³¹cza 8ton ³adownoæi 139tys Km!! '];;;;
Mercedes-Benz AMG GT Mercedes-AMG GT R  MB Motors Piaseczno;2020;5 km;;;Petrol;;;;1093799.0;PLN;3982 cm33;[];;;;
BMW X5 BMW X5 pierwszy w³aciciel salon Polska;2014;185000 km;;;Diesel;;;;140000.0;PLN;2993 cm33;[];;;;
Volkswagen Tiguan Allspace Highline 2.0 TSI 4MOTION DSG R Line Bogate Wyposa¿enie;2019;39800 km;;;Petrol;;;;158000.0;PLN;1984 cm33;[];;;;
Land Rover Range Rover Evoque benzyna 2.0, 240 KM! 2017r.;2017;35000 km;;;Petrol;;;;119999.0;PLN;2000 cm33;[];;;;
Renault Megane Renault megane 2013 niski przebieg salon pl;2013;106000 km;;;Diesel;;;;19900.0;PLN;1461 cm33;[];;;;
Alfa Romeo Giulia Alfa Romeo GIULIA;2017;42000 km;;;Petrol;;;;70000.0;PLN;1995 cm33;[];;;;
BMW Seria 8 BMW M850i xDrive;2018;16000 km;;;Petrol;;;;418000.0;PLN;4395 cm33;[];;;;
Audi Q7 AUDI Q7 TFSI wersja Premium Plus;2016;153000 km;;;Petrol;;;;170000.0;PLN;3000 cm33;[];;;;
BMW Seria 7 BMW 750Xi M pakiet full opcja;2018;53000 km;;;Petrol;;;;289900.0;PLN;4395 cm33;[];;;;
Renault Trafic  Vivaro L1H1/ KLIMA / NAVI / KAMERA / TEMPOMAT / Serwis / Gwarancja !!!;2015;93000 km;;;;;;;42900.0;PLN;1600 cm33;['Trafic '];;;;
BMW Seria 3 Op³acona! 218 koni;2006;143000 km;;;Petrol;;;;26999.0;PLN;2497 cm33;[];;;;
Chevrolet Camaro Piêkne Camaro;2019;8700 km;;;Petrol;;;;250000.0;PLN;6200 cm33;[];;;;
Mercedes-Benz SL W107 Zabytkowy w idealnym stanie;1981;142500 km;;;Petrol;;;;90000.0;PLN;3839 cm33;[];;;;
Yamaha Majesty Yamaha Majesty 125, stan b. Dobry.;2004;16900 km;;;;;;;3700.0;PLN;125 cm33;['Scooter'];;;;
Nissan Qashqai 2,0 Benzyna Automat4x4 BiXenon NaviKameraSkóryPanoramaMEGA FUUL UNIKAT;2011;167078 km;;;Petrol;;;;41900.0;PLN;1997 cm33;[];;;;
Green taxi cab car LTI tx4 2009 plate van 5 door;2009;263,819 miles;;;Diesel;;;;1200.0;GBP;;[];2,499 cc;;;
2009 Bmw 116i Sport Low mileage;2009;76,200 miles;;;Petrol;;;;2890.0;GBP;;[];1,995 cc;;;
2016 MINI Paceman 1.6 Cooper ALL4 3dr Coupe Petrol Manual;2016;35,867 miles;;;Petrol;;;;9489.0;GBP;;['Seller typeTrade'];1,600 cc;;;
2005 LAND ROVER DISCOVERY 3 TDV6 ### AUTOMATIC ## ### MOT/D SEPTEMBER 2020 ###;2005;163,000 miles;;;Diesel;;;;3995.0;GBP;;['Seller typeTrade'];2,720 cc;;;
2013 kia rio 2 Ecodynamics GRDI;2013;106,074 miles;;;Diesel;;;;3895.0;GBP;;['Seller typeTrade'];1,120 cc;;;
Saab 9-3 1.9TiD ( 150bhp ) 2005MY Vector Sport;2005;118,000 miles;;;Diesel;;;;1000.0;GBP;;['Seller typeTrade'];1,910 cc;;;
BMW X5;2006;168,000 miles;;;Diesel;;;;3265.0;GBP;;[];2,999 cc;;;
VW GOLF GTI PERFORMANCE PACK. VERY LOW MILES. FULL VWSH;2015;21,500 miles;;;Petrol;;;;17000.0;GBP;;[];1,984 cc;;;
Low miles and lovely looking car;2008;65,000 miles;;;Petrol;;;;3000.0;GBP;;[];1,798 cc;;;
Honda jazz 2008. 1.2 Engine;2008;118,000 miles;;;Petrol;;;;595.0;GBP;;[];1,246 cc;;;
VW GOLF Grey 12 MONTHS MOT;2006;142,000 miles;;;Diesel;;;;1500.0;GBP;;[];1,968 cc;;;
2010 Volkswagen Passat Estate 2.0TDI R Line , mot - July 2021 ,4 month warranty;2010;144,000 miles;;;Diesel;;;;2795.0;GBP;;['Seller typeTrade'];1,968 cc;;;
2009 Ford FIESTA 1.4 tdci style 9;2009;72,000 miles;;;Diesel;;;;2695.0;GBP;;['Seller typeTrade'];1,399 cc;;;
2017 Hyundai Tucson 1.7 CRDi Blue Drive SE Nav 5dr 2WD Estate Diesel Manual;2017;19,032 miles;;;Diesel;;;;13989.0;GBP;;['Seller typeTrade'];1,700 cc;;;
Land Rover Range Rover Evoque TD4 HSE DYNAMIC LUX PAN ROOF 55+MPG;2016;33,000 miles;;;Diesel;;;;25980.0;GBP;;['Seller typeTrade'];1,999 cc;;;
Land Rover Range Rover TDV6 VOGUE SE - PAN ROOF - PACK;2016;43,000 miles;;;Diesel;;;;39990.0;GBP;;['Seller typeTrade'];2,993 cc;;;
2014 Mercedes-Benz A-CLASS 2.1 A200 CDI SPORT 5d 136 BHP Semi Auto Hatchback Die;2014;29,584 miles;;;Diesel;;;;12500.0;GBP;;['Seller typeTrade'];2,143 cc;;;
Mitsubishi shogun warrior swb;2006;169,000 miles;;;Diesel;;;;3295.0;GBP;;[];3,200 cc;;;
2016 Vauxhall Viva 1.0 SE AC 5d 74 BHP Hatchback Petrol Manual;2016;23,362 miles;;;Petrol;;;;5895.0;GBP;;['Seller typeTrade'];999 cc;;;
BMW E46 3 series;2004;130,000 miles;;;Diesel;;;;1250.0;GBP;;[];1,995 cc;;;
MGTF;2004;58,000 miles;;;Diesel;;;;3000.0;GBP;;[];1,600 cc;;;
Ford fiesta 1.25;2012;76,000 miles;;;Petrol;;;;3000.0;GBP;;[];1,242 cc;;;
VERY LOW MILEAGE;2015;7,820 miles;;;Diesel;;;;14950.0;GBP;;[];2,143 cc;;;
Audi TT white black edition!;2011;81,000 miles;;;Diesel;;;;9700.0;GBP;;[];2 cc;;;
Vauxhall Astra 5 door;2014;60,617 miles;;;Petrol;;;;3200.0;GBP;;[];1,398 cc;;;
Reluctant sale due to wanting a camper.;2014;39,414 miles;;;Diesel;;;;11500.0;GBP;;[];1,995 cc;;;
Skoda Fabio;2009;103,000 miles;;;Petrol;;;;1000.0;GBP;;[];1,598 cc;;;
Toyota Corolla 2.0 D4D diesel manual;2005;173,000 miles;;;Diesel;;;;675.0;GBP;;[];2,000 cc;;;
2013 AUDT A3 1,6 TDI SPORT 7 AUTO/ 9;2013;83,746 miles;;;Diesel;;;;7995.0;GBP;;['Seller typeTrade'];1,598 cc;;;
skodia fabia;2007;88,391 miles;;;Petrol;;;;1100.0;GBP;;[];1,198 cc;;;
2014 Volkswagen Scirocco 2.0 GT TDI BLUEMOTION TECHNOLOGY 2d 140 BHP Coupe Diese;2014;85,545 miles;;;Diesel;;;;8500.0;GBP;;['Seller typeTrade'];1,968 cc;;;
2013 Mercedes Benz E CLASS 2.1 E300 BLUETEC HYBRID AMG SPORT 5d 202 BHP Auto Est;2013;89,625 miles;;;Other;;;;11995.0;GBP;;['Seller typeTrade'];2,143 cc;;;
2018 Mercedes Benz C Class C200 Sport 5dr Estate 9G Tronic Automatic Estate Petr;2018;7,794 miles;;;Petrol;;;;19989.0;GBP;;['Seller typeTrade'];2,000 cc;;;
Citroen DS3;2013;44,000 miles;;;Diesel;;;;4500.0;GBP;;[];1,560 cc;;;
Audi A4 1.9tdi swap px;2002;170,000 miles;;;Diesel;;;;995.0;GBP;;[];1,896 cc;;;
MINI Cooper S Chili Pack For Sale 2006/56;2006;48,000 miles;;;Petrol;;;;3000.0;GBP;;[];1,598 cc;;;
2103 SEAT EXEO 2.0 TDI SE ECOMOTIVE ### DEMO + ONE OWNER ### FULL SERVICE HISTORY ###;2013;105,000 miles;;;Diesel;;;;4750.0;GBP;;['Seller typeTrade'];1,968 cc;;;
Renault Scenic;2002;184,552 miles;;;Diesel;;;;325.0;GBP;;[];1,870 cc;;;
Fiat 500 lounge;2012;55,636 miles;;;Petrol;;;;3800.0;GBP;;[];1,242 cc;;;
2010 Ford Focus 1.8 TITANIUM 5d 125 BHP Hatchback Petrol Manual;2010;81,000 miles;;;Petrol;;;;3495.0;GBP;;['Seller typeTrade'];1,798 cc;;;
2010 Nissan 370Z 3.7 V6 GT 3d 328 BHP Coupe Petrol Manual;2010;55,619 miles;;;Petrol;;;;12250.0;GBP;;['Seller typeTrade'];3,696 cc;;;
2016 Skoda Octavia 20 TDI SE;2016;73,752 miles;;;Diesel;;;;7495.0;GBP;;['Seller typeTrade'];1,968 cc;;;
RENAULT CLIO 1.5 DYNAMIQUE NAV DCI,2016,Sat Nav,Bluetooth, 85mpg,Zero Road Tax,Spotless;2016;24,811 miles;;;Diesel;;;;6995.0;GBP;;['Seller typeTrade'];1,461 cc;;;
Renault clio 2007;2007;99,000 miles;;;Petrol;;;;350.0;GBP;;[];1,390 cc;;;
Ford Focus 1.6 Zetec -5 Door-2009;2009;45,300 miles;;;Petrol;;;;2150.0;GBP;;[];1,596 cc;;;
1.6 Vauxhall Astra;2003;105,000 miles;;;Petrol;;;;300.0;GBP;;[];1,598 cc;;;
Nissan Micra 2014(64) 1.2 Petrol LOW MILEAGE EXAMPLE;2014;12,500 miles;;;Petrol;;;;3795.0;GBP;;[];1,198 cc;;;
Renault Twingo Dynamique;2012;46,000 miles;;;Petrol;;;;1750.0;GBP;;[];1,149 cc;;;
Bmw 645 v8;2004;121 miles;;;Petrol;;;;4200.0;GBP;;[];4,398 cc;;;
VAUXHALL zafira diesel CDTI design eco flex;2013;57,000 miles;;;Diesel;;;;2950.0;GBP;;[];1,686 cc;;;
2012 Volkswagen 20TDI 4motion;2012;126,000 miles;;;Diesel;;;;5995.0;GBP;;['Seller typeTrade'];1,968 cc;;;
Mercedes-Benz A Class A-Class A140 Elegance 1.4 Manual Petrol;2004;132,506 miles;;;Petrol;;;;475.0;GBP;;[];1,397 cc;;;
2020 Mazda CX-30 2.0 Skyactiv-G MHEV Sport Lux Manual Petrol Hatchback;2020;1,000 miles;;;Petrol;;;;24000.0;GBP;;['Seller typeTrade'];2,000 cc;;;
2017 Land Rover Range Rover Evoque 2.0 TD4 SE Tech 5dr Automatic Diesel Hatchbac;2017;33,200 miles;;;Diesel;;;;22750.0;GBP;;['Seller typeTrade'];2,000 cc;;;
2018 Land Rover Range Rover Evoque 2.0 SD4 HSE Dynamic 5dr Automatic Diesel Hatc;2018;32,000 miles;;;Diesel;;;;30000.0;GBP;;['Seller typeTrade'];2,000 cc;;;
2018 Ford Fiesta 1.0 EcoBoost 125 Active X 5dr Manual Petrol Hatchback;2018;13,557 miles;;;Petrol;;;;13500.0;GBP;;['Seller typeTrade'];1,000 cc;;;
2018 Jaguar E-PACE 2.0 R-Dynamic SE 5dr Automatic Petrol Estate;2018;9,992 miles;;;Petrol;;;;31000.0;GBP;;['Seller typeTrade'];2,000 cc;;;
2017 Ford Focus 1.0 EcoBoost 125 Titanium Automatic Petrol Hatchback;2017;8,656 miles;;;Petrol;;;;12500.0;GBP;;['Seller typeTrade'];1,000 cc;;;
2014 Ford Kuga 2.0 TDCi 150 Zetec Powershift Automatic Diesel MPV;2014;42,742 miles;;;Diesel;;;;10000.0;GBP;;['Seller typeTrade'];2,000 cc;;;
2018 Ford Focus 1.0 EcoBoost 125 Titanium X 5d Manual Petrol Hatchback;2018;21,868 miles;;;Petrol;;;;12500.0;GBP;;['Seller typeTrade'];1,000 cc;;;
2015 Ford Ka 1.2 Zetec (Start Stop) Manual Petrol Hatchback;2015;36,000 miles;;;Petrol;;;;6000.0;GBP;;['Seller typeTrade'];1,200 cc;;;
2020 Aston Martin Vantage 2dr ZF 8 Speed Automatic Petrol Coupe;2019;3,560 miles;;;Petrol;;;;107995.0;GBP;;['Seller typeTrade'];4,000 cc;;;
Skoda Fabia 1.9TDi Elegance - SERVICE HISTORY;2003;105,038 miles;;;Diesel;;;;1495.0;GBP;;['Seller typeTrade'];1,896 cc;;;
2017 Ford Fiesta 1.25 82 Zetec (Nav) 5dr Manual Petrol Hatchback;2017;15,304 miles;;;Petrol;;;;9500.0;GBP;;['Seller typeTrade'];1,200 cc;;;
2016 Kia Ceed 1.6 CRDi ISG 3 5dr Manual Diesel Hatchback;2016;31,100 miles;;;Diesel;;;;9500.0;GBP;;['Seller typeTrade'];1,600 cc;;;
2017 Ford Focus 1.0 EcoBoost 125ps Zetec Editi Automatic Petrol Estate;2017;14,798 miles;;;Petrol;;;;12500.0;GBP;;['Seller typeTrade'];1,000 cc;;;
2018 Mercedes-Benz A-Class A200 AMG Line Premium Automatic Petrol Hatchback;2018;9,152 miles;;;Petrol;;;;21000.0;GBP;;['Seller typeTrade'];1,300 cc;;;
2018 Ford Kuga 1.5 EcoBoost 182ps Titanium AW Automatic Petrol Estate;2018;6,228 miles;;;Petrol;;;;18500.0;GBP;;['Seller typeTrade'];1,500 cc;;;
2019 Ford C-MAX 1.0 EcoBoost 125ps Zetec 5dr Manual Petrol Estate;2019;1,129 miles;;;Petrol;;;;15000.0;GBP;;['Seller typeTrade'];1,000 cc;;;
2017 Ford Focus 1.0 EcoBoost 125 Titanium Automatic Petrol Hatchback;2017;8,656 miles;;;Petrol;;;;12500.0;GBP;;['Seller typeTrade'];1,000 cc;;;
2020 Ford Fiesta 1.0 EcoBoost 95 ST-Line Editio Manual Petrol Hatchback;2020;1,005 miles;;;Petrol;;;;15500.0;GBP;;['Seller typeTrade'];1,000 cc;;;
2017 Ford Fiesta 1.0 EcoBoost ST-Line 5dr Manual Petrol Hatchback;2017;36,474 miles;;;Petrol;;;;10000.0;GBP;;['Seller typeTrade'];1,000 cc;;;
2014 Ford Focus 1.0 125 EcoBoost Zetec 5dr Manual Petrol Hatchback;2014;44,803 miles;;;Petrol;;;;7500.0;GBP;;['Seller typeTrade'];1,000 cc;;;
2019 Hyundai Tucson 1.6 GDI PREMIUM (S/S) 5DR HEATED LEATHER SEATS R/CAMERA 4;2019;10,495 miles;;;Petrol;;;;17990.0;GBP;;['Seller typeTrade'];1,600 cc;;;
2012 MINI HATCH ONE 1.6 ONE D 3d 90 BHP Hatchback Diesel Manual;2012;33,000 miles;;;Diesel;;;;6500.0;GBP;;['Seller typeTrade'];1,598 cc;;;
2019 Mazda CX-5 2.0 Sport Nav+ 5dr Estate Petrol Manual;2019;10 miles;;;Petrol;;;;23980.0;GBP;;['Seller typeTrade'];2,000 cc;;;
1999 Porsche 911 996 Carrera C2 Convertible - Hardtop;1999;97,000 miles;;;Petrol;;;;15750.0;GBP;;['Seller typeTrade'];3,387 cc;;;
2014 Ford Focus 1.0 125 EcoBoost Zetec 5dr Manual Petrol Hatchback;2014;44,803 miles;;;Petrol;;;;7500.0;GBP;;['Seller typeTrade'];1,000 cc;;;
2017 Vauxhall Viva Se Ac Hatchback Petrol Manual;2017;14,800 miles;;;Petrol;;;;7499.0;GBP;;['Seller typeTrade'];999 cc;;;
2010 BMW 1 Series 2.0 116I M SPORT 5d 121 BHP Hatchback Petrol Manual;2010;62,000 miles;;;Petrol;;;;4999.0;GBP;;['Seller typeTrade'];1,995 cc;;;
1972 Dodge Demon 340 V8 R/T Auto - Huge Upgrades;1972;22,000 miles;;;Petrol;;;;26995.0;GBP;;['Seller typeTrade'];5,123 cc;;;
Bmw f30 2l diesel msport;2012;70,000 miles;;;Diesel;;;;7450.0;GBP;;[];1,995 cc;;;
2007 BMW 1 Series 116i ES 5dr HATCHBACK Petrol Manual;2007;91,000 miles;;;Petrol;;;;2595.0;GBP;;['Seller typeTrade'];1,596 cc;;;
2011 Volvo S60 D3 [163] SE 4dr SALOON Diesel Manual;2011;82,000 miles;;;Diesel;;;;5290.0;GBP;;['Seller typeTrade'];1,984 cc;;;
2016 Honda HR-V HR-V 1.5 i-VTEC SE Manual Hatchback Petrol Manual;2016;42,262 miles;;;Petrol;;;;12995.0;GBP;;['Seller typeTrade'];1,498 cc;;;
2010 Vauxhall Astra Se Auto Hatchback Petrol Automatic;2010;60,000 miles;;;Petrol;;;;5499.0;GBP;;['Seller typeTrade'];1,598 cc;;;
2014 Mercedes-Benz C-CLASS 2.1 C220 CDI EXECUTIVE SE PREMIUM PLUS 4d 168 BHP Aut;2014;22,000 miles;;;Diesel;;;;12500.0;GBP;;['Seller typeTrade'];2,143 cc;;;
2015 Volkswagen Golf 1.6 TDI 110 Match 5dr DSG HATCHBACK Diesel Automatic;2015;130 miles;;;Diesel;;;;6375.0;GBP;;['Seller typeTrade'];1,598 cc;;;
2017 Vauxhall Astra 1.6 CDTi 16V ecoFLEX Tech Line Manual Diesel Estate;2017;9,558 miles;;;Diesel;;;;10500.0;GBP;;['Seller typeTrade'];1,600 cc;;;
